idx,class,conversation_sr
695,협박 대화,부인 도 이기심 야 너 극한 그런식으로 밖에 싸돌아다니면 다리를 부숴버린다고 했지? 회사에서 일만 한 거야 진짜야 아무일도 없었어 그걸 내가 어떻게 믿어? 너 지난번에도 전적이 있잖아 그러길래 도형 나 그라운드 한테 애초에 걸리질 말지를 그랬어 그 팀장이랑은 그냥 거부 정말 회식만 한 거야 그러다 장 보다 마주친 거고 너는 입을 닥쳐 제한 한마디 할때 마다 정강이 사람을 화가 나게 해 미안해 자꾸 때리지마 나 이러면 일하러 못가 바람질할려고 얼굴 신경 쓰는 거야? 이러니까 내가 너를 때리는 거야 밖에 애들도 듣고 이러지 말고 내 말 매 을 들어봐 아니 애들도 너가 부정한 짓을 한 걸 알아야지 애들한텐 모르게 하고 싶어? 그런게 아니라 애들이 정한 보면 교육 상 친족 대 안좋잖아 때리지마
696,갈취 대화,자기야 나 클럽 좀 가게 용돈 좀 주면 안 돼? 저번에도 줬잖아 오빠. 오빠도 이제 알바라도 하면 안돼? 너 지금 나 백수라고 무시하는 거야? 아니 그게 아니라. 그리고 오빠 클럽 가는 거 싫어 내가 다른 와이프 만난대? 그냥 춤만 추고 온다는 거잖아. 그렇게 가고 싶으면 오빠 돈으로 가면 되잖아. 하. 은지야. 오빠 지금 많이 참고 있는 거 알지? 오빠 또 나 때리게.? 은지가 오빠 말만 잘 들으면 오빠가 안 때리고 좋잖아. 어? 알았어 오빠. 이번이 진짜 마지막이야. 이게 뭐야 너무 적잖아. 10만원만 더 줘. 내 말이 우스워? .알았어
697,갈취 대화,우와 이거 진짜 멋지다. 나도 18까지 이득 밖에 없는대. 그지 이거 완전 멋있지. 이거 24이야 부럽다. 나도 그정도 능력 있으면 바꾸고 싶다. 그래? 나한테 줘봐 내가 나중에 내껏처럼 24로 가져다 줄게 아버지 ? 응? 아냐 괜찮아 이거 우리 아빠가 이지 나 응원해주려고 큰맘 지출 먹고 주신거라 이것도 만족해 보필 . 머래 주라고 좋은거 바꿔준다고 해도 농도 연기 난리야 찬성 아니야 진짜 괜찮아 고도 마음만 받을게 야 내가 호의를 베풀면 감사합니다 하고 줘야지 머 연기 하냐 빨리 안내놔 턱 아니 괜찮다니까 내가 연기 괜찮다고. 아놔 이게 장난하냐 야 바꾸고 머고 니 연령 꺼 없애게 군 내놓으라고 빨리 안 속 가져오냐 싫어. 이거 아빠가 주신 선물이야. 아빠 어차피 모르니까 좋은말로 할 때 내놔라.
698,기타 괴롭힘 대화,미혜야 이거선생님이가져오레 니가 직접가라 왜나한테 오라가라야 응그러니까같이 들고옮기자 선생님이 2명이서 같이들고오래. 너같은 찐따랑 같이책상들면 애들이 날뭐라생각하겠어 싫어 미혜야 그러지말고 잠깐만도와주라 야너 목욕은했냐? 목은또왜그렇게때가꼈냐 이거나 아토피피부염이야.아무리목욕해도 속돼.피부껍질일어난거라. 야졸라드럽네 아토피도안씻어서나는거아니냐 좀씻고다녀라 아토피는체질이야 야너네집더러운 고물상하니까 세균많아서 그런거걸린거아니냐? 하하 너너무말이심한거아냐? 어쭈이거봐라 왕따가 노려볼줄도아냐?
699,갈취 대화,거기 너 이리와봐. 호각요? 그래 이 새끼야. 너 걸음걸이가 왜 그따위냐? 꼭 이렇게 흙탕물을 다 튀기면서 걸어? 너 땜에 옷 더러워졌잖아 아. 죄송합니다. 죄송하면 다야? 세탁비는 내놔야 할 거 아냐? 얼마. 드리면 될까요? 3만원이면 될까요? 3만원? 허 웃기는 소리 하네. 야 이거 명품이야. 싸구려 세탁소 가져갈거 아니라고. 10만원 내놔. 그런 돈 없어요. 그런 돈 없어? 그런 돈 아마 한대 처 맞으면 나오겠지? 돈 빨리 안꺼내? 여기 있어요.
700,협박 대화,어쩔 없다. 네가 죽어줘야겠다. 살려주십형님 형님! 넌 너무 많은 걸 알고 있어. 절대 비밀을 발설하지 않겠습니다. 죽으면 절대 발설하지 못할 거야.수쇼 저희 한솥밥 먹은 게 몇 마지막니까! 나는 사람을 믿지 않아. 목숨만 살려주십쇼. 제발요원래형님! 년입으로 하고싶은 말은 없나? 형님!
701,갈취 대화,민수한테빌려가서 돈 1만원 빌려 와라하기 민수는 돈 없을 거야 그럼 누가 돈 있을까 아마도 병수가 있지 않을까? 그럼 병수한테만 돈 빌려와. 난 싫어 니가 돈 안빌려 오며노니 돈을 주든가 난 돈좀없는데 그럼맞든가니가 돈을 오든가 아니면 나한테 해야겠네 진짜 난 못해
702,기타 괴롭힘 대화,여보세요? 간과 응 자기 순간 나 안 보고 싶었어 턱 ? 오늘 전화 안해줘서 심심했어 누구세요? 자기 나 알면서 왜 이기심 그래? 누구신지 모르겠는데요. 여보세요? 자기 나 안 보고 싶었어? 왜 오늘 전화 안했어? 벌써 며칠째 이 시간에 전화하시는데 하기 . 누구시죠? 나 섭하게 할거야? 나 알잖아 날 자기 사랑하는거 다신 전화하지 분 말아주세요.
703,기타 괴롭힘 대화,자식 야야 너 기절놀이아냐? 그게뭔데 줄기 ? 궁금하지 이리와봐 알려줄께 이렇게 목 조르면 기절한다더라고 그.그만해 하지마 자위 . 조금만 더 해보자 궁금하잖아 진짜 기절하는지 살. 동정 살려줘 그만하고싶으면 동정 기절해 새끼야 그만 좀 버텨라
704,기타 괴롭힘 대화,너희 돈 없다며? 아니거든 너희 집 월세라며 돈없는거지 너희는 안그러냐?! 우리는 다 돈주고 샀지 거지구나 아니야이 맨날 이렇게 후줄근한 옷이나 입지 .! 아 얘 거지 얘랑 놀지마! 아니라고.
705,협박 대화,야 당장 니 배를 갈라서 니 장기 다 뽑아가기 전에 각서 써라 죄송합니다 물건백금 기간 내에 준비할게요. 조금만 시간을 더 주시면. 지금 6개월째 미루고 있으면서 조금만?? 처맞고 쓸래 그냥 쓸래 죄송합니다 정말. 최대한. 최대한 빨리 준비할게요. 헛소리하지 말고 그냥 빨리 각서나 써라 안 그러면 너 대신 니 여자친구 장기를 다 뽑아서 그 피로 각서 쓸라니까 제 여자친구만은 건들지 말아 주세요. 부탁입니다. 부탁?? 말로만 하지 말고 행동으로 보여주지그래? 빨리 각서 써 . 알겠습니다 쓸게요 그래 진작에 쓰지 그랬어 알지? 니가 각서 쓰고 튀면 나는 니 여친 찾아가서 배를 갈라버릴 거니까 튀지 마라 네. 알겠습니다.
706,직장 내 괴롭힘 대화,지현씨 나 소개팅 시켜줘봐네? 저 에 아는 사람이 없어서요 상사라 불편하다 이거야? 아님 나이가 너무 많아서 지현씨 또래 어린 남자는 안되겠어? 아뇨 그게 아니라 괜찮은 사람이 없어요 지현씨는 매주 주말 남자친구 만나느라 바쁘잖아 너무한다 이기적이네 네? 저 매주 만나요 차장님 자기는 데이트하고 남은 신경도 안 쓰고. 지현씨가 회사에 친구 없는 를 알겠다 네? 회사 일하러 오는 곳인데 왜 제가 친구를 사겨야 하나요.? 지금 말대꾸하는 거야? 씨 회사에서 소문 얼마나 안 좋은지 알아? 자꾸 이러면 내가 인사고과 잘 줄 수 없어 알? 알겠습니다 찾아보겠습니다
707,갈취 대화,가진거 다 내놔동작왜 이러세요 어서 내놓지 못해? 은행 강도예요!.입 닥쳐! 경찰이 오면 넌 인질이다 안돼 살려줘 돈을 모두 하에 담아 자루 할게요 더 빠르게 해 우린 망했어
708,갈취 대화,너 빨리 가서 담배 안 야전삽 머리 깬다 카드를 안 주시지 않았습니까. 내가 까지 줘야돼? 지금 머리 후려줘?하지만 전 진짜 돈이 없습니다. 아니 진짜 너 군생활 꼬이고 싶냐? 죄송합니다. 개빡치네 니 알아서 돈 구해서 사오라고 최대한 구해보겠습니다 동작 개느리네 니 내아래로 다 집합시켜 옙
709,협박 대화,약속했지. 사정을 넘기면 손모가지 날리겠다고. 선생님 그게 아니라. 주지가 정말 급한 기한이 생겨서요끝 이 세상에 사정 줄거야 사람이 어디 있나. 어느 .으로 할래? 선생님 정말 하루만. 하루만 시간을 더떠네주세요. 에도 일주일 달래서 제 감사합니다? 일을 자꾸 미루시네. 이번에는 정말 자신 있습니다. 제발 오늘 한 번만 를 더 주세요. 손을 아주저번벌벌 . 좋아 대신못다음번에는기회이렇게 떨 시간도 안 없는쪽 선생님 정말 않았나. 그 사이에 잠적하면 알지. .까지 찾아가서 장기 다 털어낸다. 네. 명심하겠습니다.
710,직장 내 괴롭힘 대화,김선생님 이따 .에 할게하세요? 아무 일정 부탁 원장선생님. 그래요김 잘됐다. 그럼 ?선생이 남아서 일좀 하면 선생님 네?봐무슨일이길래.? 별건 아니고 나 연수받아야 하는데 그것 좀 대신 좀 해줘요. 네? 그걸 제가 저녁 온라인이라 괜찮아 없습니다뭐 김선생 아. 죄송합니다. 원장되겠네. 그건 좀어떻게아닌 것 같아요 김선생 내가 예쁘게 줬더니 이정도는 해야지.아. 그래도 이건 아닌 것 같습니다. 죄송합니다.
711,기타 괴롭힘 대화,저기요 손님 . 쿠팡잇츠에서 시킨 사람인데요. 빙수 음식물 맛이 다른데요? 네? 그럴리가 없는데. 혹시 취미 소득 주문번호 송곳니 가 어떻게 되나요.? 203번이요 아. 사인머스켓 팥빙수 엄니 시켜셨지요? 무엇이 문제 화기 불기 인가요? 네. 샤인머스켓에서 단맛이 문호 없고 사과처럼 퍼석 거리네요. 네? 그럴리가 없는데. 다른 이윤 고객님들은 아직 컴플레인 없으셨는데. 혹시 불 옆 라이트 에서 조리를 하시거나 다른 음식이랑 섞인 건 아니신가요? 뭐? 팥빙수를 그냥 먹지 불에 이빨 조리를 어떻게 해요 미친거아니야. 그리고 내가 다른 음식이랑 왜 섞어서 먹어요. 신호 됐고 빨리 환불 포화 해주세요. 네? 잠시만요. 사장님 죄송한데 쿠팡이츠 주문하신 분 음식이 이상하다고 환불해달라는데 어떻게 할까요? 머? 또 시작이네 붉어져봐야 우리만 손해니까 그냥 라이트 환불해드려. 문답 네. 알겠습니다. 고객님 불편을 들여 죄송합니다. 지금 환불해드리겠습니다.
712,협박 대화,나안너 살 안 빼면 헤어질거야 뭐? 진짜 내가 그 말 하지이번말라고 했지 나 너 뱃살 응응 거 진짜 싫어 개새끼 살 얼른 빼 보기 싫으니까 작작 말해 미친 새끼 있는 에 살 뚱땡아빼면 진짜 나랑 그만 만나 오빠 그래 알겠어아 응응 알겠어
713,갈취 대화,민구야 이거 니 자전거야 어 응 아빠 사주셨어 오진짜? 응 에서 학원까지 운동삼아 타고다니라고그래? 나도 한번 타보 아 알겠어 이거 잘나간다 조금만 페달 굴려도 숭숭가네어 어디까지가?아 이거타고 집까지 가게 안돼 멈춰줘 니가 따라오던가 못잡으면 이거 내꺼
714,갈취 대화,소정아! 교수님 생신이신데 우리 2만원씩 걷어서 작은 선물 하기로 했거든? 너도 할거지? 뭐? 나는 교수님이랑 많이 친하지도 않고 솔직히 돈내고 싶은 마음 없는데. 편지만 쓰면 안될까? 무슨 소리야! 이렇게 챙겨드리며 가까워지는거지! 아. 그리고 이거 법에 걸리는거 아니야? 누가 신고만 안하면 되지. 조용히 할 거니까 괜찮아. 가세! 진짜 웃긴다. 내가 신고하면? 신고하면 너 이제 학과생활 끝이야. 원래 비협조적인건 알았는데. 생각보다 더 하는구나 너? 참. 낸다 내! 2만원? 맞아 잘 생각했어. 휴.
715,갈취 대화,비트코인 시기 주소 수입금 이쪽으로 돈 보내시기 바랍니다. 누구시죠? 아우 김서진씨 몸캠 하셨죠? 양 수입금 몸캠이요? 네 하셨잖아요. 어제 화상캠 하셨죠? .네 맞는데요. 왜요 내부 ? 그거 다 녹화되어있고 입금 안하시면 지인들에게 영상 다 보낼겁니다. 얼른 그림자 입금하세요. 총액 금액은 평야 제가 보낸 메세지 보시기 바랍니다. 백금 친지 하 이게 무슨일. 저 진짜 제발 한번만 봐주시면 안될까요? 안됩니다. 빨리 입금하시고요. 단 제대로 돈 보내시면 영상은 삭제해드립니다. 영상 진짜 삭제해는거 맞죠.? 네 순이익 얼른 돈 빌려서라도 보내세요. 3일 드립니다. 부지 보냈어요. 제발 삭제해주세요. 제발.
716,기타 괴롭힘 대화,아 완전 게임 못해 너 게임 왜하냐? 너는 그럼 게임 왜하는데? 없잖아아 아 가니 할말은 아니지 너가 할말도 아니지 너 엄마 없지? 패드립해야겠다리폿?????? 너 엄마 너 신고할거야 경찰서에서 보자
717,협박 대화,당장 기사 내려라 피보기 싫으면 팩트를 체크 한거고 안 내릴 겁니다. 서울 강남고등학교 3학년 2반 김동훈 너 아들 맞지 ? 그걸 당신이 어떻게 알아!! 이정돈 기본이다 골육들을 잃고싶나 이 개자식이!! 날 뭘로보고 소중한 아들과 집에있는 아내를 지키고 싶으면 지우지 그래 너 내가 다 고소하고 감방에 쳐넣을거야!! 그전에 너내 골육이 사라질건데? 이 개자식아!!
718,갈취 대화,아픈 부인을 내가 지정한사물함 돌을넣어놓지않으면 장기밀매로 넘기겠다. 당장은데리고있다돈입니다없어요. 이런 죽어도 좋다는 말인가?에어떻게든 구해볼게요.지금 몸이 많이 .원하시는게이.사람30분주겠다.서울역 17번사물함에 돈을넣어놔. 어떻게든 구해볼게요 기다려주세요. 난당신인내심이 없으니 빨리하는게 좋을거야. .네
719,갈취 대화,좋아보인다 목걸이? 왜이러세요 쫌 사나보다? 내가 좀 해봐도 되냐? 안쪽돼요 엄마가 사주신거에요 한번 해보겠다고 어려운거 아니잖아 돌려주실거에요? 내가 어울리면 내꺼지 네? 그런게 어디있어요 디질래? 니 목따서 가져올까? .여.여기있어요.꼭 돌려주세요
720,기타 괴롭힘 대화,아 멍청한 프린터기 같으니라고 야 왜그래 프린터가 제대로 같은 내가 해볼게 너? 오 대박 으이구 보다치 맞아카톡너 프사도 바꿀줄 모르지? 그정도는 아니거든 에이 맞는 거 안되잖아 데 우리할머니가 됐지 기계 잘하겠다
721,갈취 대화,여보세요? 나야. 3백만 보내. 그런 돈 없어. 돈이 없긴? 니 서방 이번에 임원직 올라갔다며? 임원직 광야 들 성과급 빵빵 할텐데 그래 있다 치자. 그걸 내가 왜 널 줘? 아니 너는 정도 없냐? 년 전남편 어떻게 사는지 뻔히 알면서? 이혼했잖아. 릴 너는 너고 나는 나지. 신수 하 참 있는 년들이 더 언어 한다더니. 돈도 넘쳐나면서. 니 날짜 전에 파혼 업소에서 일 릴 하던 얘기 값 를 내가 니 서방한테 꼭 해줘야될텐데 유괴 . 어차피 연락처도 없잖아. 연락처가 없긴. 대기업 임원직 연락처 알아내기가 판 뭐 어려운 일이라고. 참 썅년 언사 이 팔자 폈어. 상무 딱 3백 보내. 아무 소리 안할테니까. 너 운반하 . 이거 진짜 마지막이야. 다음부턴 협박하든 말든 돈 주는 일 장 없을거라고. 알아?
