idx,class,conversation_ri
1167,협박 대화,너 어제 번한테 개긴거 사실이야.? 죄송합니다 그럼 댓가를 어떻게 할까요 형님? 7보스 가져와 저걸로 맞으면 뇌진탕에 즉사야치러야지용서 아냐 죽으면 살살 쳐줄게 제발 너해주세요형님 재미없지요즘 공친지 오래되서 잘맞을지 모르겠네 아니면 그냥 바다에 담궈버릴까요?
1168,기타 괴롭힘 대화,야 틴트 좀 빌려줘 저번에 빌려간건 아 그거 다썼는데 ? 나 주기 아까워? .아니라. 아까운건아니고 . 그럼 뭔데 지금 너가 그렇게하는게 아까워서 안주는거같은데? 그거 한다고 그것도 못 주냐 내가 너 친구해주는거 고마우면 그정도는 줄 수 있는거잖아 나 없으면 친구 없지 않아 ? 혼자 다니고싶어 ? .여기 .
1169,협박 대화,아니 이장을 그두번이나 했으니 이제는 내가 할라네 자네가해도무슨 이장을 한다 그러나? 가명이 그렇게 오래 문제가 생기기 마련이네 내가 무슨 문제정상 일으키는 사람같이 들려서 기분이 안좋구만? 그렇게 들렸다면 미안하네 미안할짓해말게 하지말든가 빈를하게 하네 그건 이미 그런 뜻은 아니니 오을 아 씨 아니네 오해 했는데 무슨 오해그러나 같아은말라는거야? 내가 너 이장하게 둘것하지? 왜 . 이장 했네무슨 이걸로 쳐버릴까보다 손에 든거 내려놓게먼저위험하네 지만를아주콱시그냥 성인군자지 그렇게 옳은말 바른말만 하니까자네 와이프한 못견디고 바람나서 도망간거 아닌가? 무슨 말을 그렇게하나 시작은 자네가
1170,직장 내 괴롭힘 대화,저 부장님 끝 다음주에 연차 좀 쓰려고 하는데요 연차? 니 탁자 가운데 가 왜 연차를 써 이 바쁜 와중에 수 한계 저희 부서 극한 바쁜 시기는 금주 세상 로 표제 얼추 피리 마무리되지 않습니까 그걸 상사 니 해 가 최종 왜 판단해? 안돼 결말 저 올해 연차 한 번도 사용 못했습니다 회사 놀러오냐? 기 끝 연차같은 소리하네 파면 기장 연차도 제 권리 중 하나입니다 들어나보자 회사 경기 안 나오고 부문 고용 뭐하려고 하는데? 연차사용 명상 에 음향 있어 연 사유 사단법인 파면 달걀 는 굳이 허벅지 밝히지 않아도 되는걸로 알고 있습니다 제목 야 책상 빼 나이 넌 오늘 서안 부로 해고 연도 야
1171,기타 괴롭힘 대화,얘들아 오늘은 내가 1루 행렬 수비할게 수업 대열 그래 돌아가면서 해보자 아 열받아. 운동도 나이 못하는게! 지수야 어제 최근 우리학교대숲 금세 에 올라온 내부 내용 봤어? 응 인류 그거 철수 욕이잖아 구 백금 푼수 야 넌 빠져! 못 몫 하는게!!!! 으 음. 나 인물 현대 교시 취지 금세 오늘 하복부 은 배가 너무 대열 아파서 수업 참여가 힘들 것 같네. 학원 납부 공교육 쟤는 중앙 왜저래 갑자기? 지수야 오늘 철수 학교 안왔지? 그러게 철거 걱정되네
1172,기타 괴롭힘 대화,여기 애기 먹을아공기밥좀 주세요 아네 공기밥하고있습니다하나 추가해드릴까요덜어주라고 아니 추가 말고 그냥 하나 주라고 네? 말귀먹는다고못알아먹어요? 그냥 애기가먹으면 얼마나 조금만 ? 아.저희 그렇게는 안팔고 공기밥 하나로 판매 그러니까 덜어서 주고그렇지다른 아기손님 네로 주면 되잖아 오면? 그건 좀. 말귀안통하서비스 점장이나 사장 불러와 네 알겠습니다
1173,갈취 대화,얼마있나 없어요 너 십원에 한대야 보세요 없어요 맞고 줄래 그냥 드릴게요 내놔 근데 이득거 빌린거에요 그건 내가 알바 아니고 너무하세요
1174,기타 괴롭힘 대화,야 쟤 듯 냄새나 인정? 인정 뭔 남학생이 씻지도 한 뭐 하는 거냐? 쟨 분명 노숙자가 장래희망일 진짜그렇지뭐? 야 니들 ? 했어! 어? 딴 사람않고태 했어 왜 뜨끔했어? 아니 그렇게 말하면 누구라도 그렇게 생각 하지진짜? 난 봐 그렇게 생각하는 사람이 비정상 아닐까뭐라고 아니 이게 날 언제 봤다고 이게 않을까 때려봐 때려않은데
1175,협박 대화,내가 말하는게 우습냐? 안해.우습냐고 새끼야 내가 뭘 잘못했는지 모르겠어 미안해 니가 뭘 한지 모르는게 이야 새끼야 알겠어? .억울해. 억울해 하긴 생긴게 좀 생겼다 내가 코좀 비틀어줄까? 그럼 좀 덜 보일것같은데 하.하지마.잘못했어 아까는 뭘 잘못했는지 모르겠다며 새끼야 억울하게 생긴 니 내가 좀 고쳐준다는데 하.. 제발
1176,기타 괴롭힘 대화,야 이거봐 완전 길동이 닯음 진짜네 야 그러지마. 왜 똑같구만 원숭이 하지말라고! 야 장난이야 장난 장난도 수평가 있지! 그래 알았다 미안하다 왜케 찌질하냐 뭐?? 아니다 꺼져라
1177,갈취 대화,저기요 치 혹시 가지 조합 숲 마켓 뽀리님 맞으신 방도 가요? 사이클 아 네네 맞아요. 자전거 가지고 나오셨나요? 여기요. 혹시 진딧물 모를 상태대비해서 제가 잡고 있을테니까 자전거 마련 플러스 사 상태 확인해주세요. 호각 일조 넵. 아 역시 리미티드라 그런지 진딧물 와 상태도 송곳니 좋고 멋진데요 기적 ? 그쵸 사실 이 자전거 원래 제 사이클 가 1900만원 주고 구매했는데 더 좋은 주인 흥미 찾아 독기 주려고 영역 값어치 1000만원에 내놓은겁니다 인식 . 수확 뭐 자전거에 관심 범위 낳으실테니 잘 아시죠? 아 당연하죠. 사이클 저 절도죄 어쩌피 예비 이 자전거 너무 마음에 들어서 기적 구매할테니까 타고 한 부주 법무부 시 바퀴 기적 만 돌아볼게요. 갈래 흔들림 없는지 확인해봐야 해서 그럼 믿고 자전거에서 손 땔게요. 타다가 고장 등급 나셔도 사 사셔야 대조 합니다. 넵 잠시 휴지 만 명제 사이클 요 달려볼게요 으짜 명제 오 완전 사이클 부드러운데 잘 지방 나가는데요? 무게도 적당하고 이빨 그럼 정도 . 안녕히계세요 네? 저기요!!!! 돈 주고 가셔야죠 열 !!!!! 도둑이야 도둑!! 턱 도둑질 하시면 안되죠!!! 그니까 보필 왜 저를 믿었어요?! 피리 아무나 믿고 살지 영리 고초 인식 마세요!! 그럼 진짜 안녕히 계세요!!!!
1178,기타 괴롭힘 대화,공책 돌려받길 안쪽 내부 원하면 빨리 뛰어봐. 이 매연 굼벵아. 빨리 납입 내놔. 빨릐 내놔아. 빨리 내놓으래. 웃기다. 아 내놓으라고! 내놓으롸 허벅다리 고! 굼벵아 수량 그러니 빨리 달려봐 방향 . 연막 그게 뛰는거냐? 그만 연기 좀 놀리고 내놔. 그만 좀 놀릐고 괴로움 이익 풀 아래 내놔. 넌 좀 그만 따라해. 넌 좀 그만 따라해애. 아 굼벵이 너무 느려서 재미없다. 네가 안 수익 가져가니 이건 내가 가진다.
1179,기타 괴롭힘 대화,봉투 필요하세요? 그럼? 네??? 아니 그럼 봉투안주려고했어? 아니요. 내가 그럼 이걸 머리고 이고갈까? .아닙니다. 아휴 답답해서리 얼른 봉투자아 줘 죄송합니다. 일머리 없어서 쯧
1180,직장 내 괴롭힘 대화,김대리 보수 술 영문 네 이쪽 구린내 으로 와봐요. 점 네 취기 오해하지 말고 봉급 들어요 사정 . 네 나는 내가 임금 시키는 대로만 일을 해야 월급을 받아가는 춘추 거라고 생각 녹 해요. 네 순이익 ? 봉급 당신마음대로 하려면 사업을 해야지 판별 내가 부정 시키는대로 딱딱하지 샐러리 않는 사람한테 내가 볼일 월급줘야할 이유는 대사 대천 없다고. 산업 네. 죄송합니다. 차지 앞으로 여기에서 일해서 월급받아가려면 사회 내말이 법이라고 생각하고 동정 따르라고. 내비위도 대천 가로 맞추고.
1181,직장 내 괴롭힘 대화,여러분 이에요. 다같이 밥을 먹읍시다. 김 저는 빼요?맞아요 왜 김책임은 빼요? 아 미안해요. 이대리도 빼죠 좋아요 그러면 두 분은 두끼리 드세요. 여러분 우리 이제 저 두분 한 팀입니다! 좋아 둘이 잘 지내나보네 앗 부장님 제가 생각했네요. 밥은 김책임만 빼고 먹죠 그럴까요? 가시
1182,협박 대화,물건 구해오라고 살 한 이빨 지 순이익 한참 지났는데 왜 아직 소식이 없지? 그게 통신 찾기가 어려워서. 중편 누가 변명하 순이익 수입 언어 라고 했지? 그거 아나? 네.? 이 일을 맡긴게 춘추 자네가 차지 5번째라는거. 그게 무슨 말씀인지 극도 . 살 전에 일을 맡았던 자가 어떻게 되었을까 춘추 ? 다 땅 속 세공 거름 아르바이트 시간 구역 이 되었지. 기 플러스 히이익 잇속 .! 그러니까 죽기 싫으면 세공 빨리 구해오는게 좋을거야. 최대한 빨리 구해오겠습니다 이빨 배짱 .
1183,협박 대화,깜찍한 짓을 하셨네? 그게 내가 시킨 게 위에서.! 아아. 위에서 나를 칼로 찌르라고 시켰다. 이 말씀이십니까? 그 그래. 내가 무슨 이익을 얻자고 널 죽이겠니 그런데 어쩌지. 내 생각은 다른데. 칼 내려놔. 어? 값은 목숨으로. 내 신조가 그래서 말이야. 아악. 안돼.안되기는. 잠깐만!!! 잠깐. 네가 시키는 대로 할게. 어? 할까? 시키는 대로 간이라도 꺼내줄거야? 간? 간 내놓는 심정 움직일게! ? 만 해!
1184,직장 내 괴롭힘 대화,너 집에서 을 더 해야겠다. 네? 왜요 일 할만큼 다 끝냈는데 자네 지금 내가 부탁하는거라고 생각하나? 네? 아명령이야 아님 회사 나가던가 사장님 제 딸이 아파요 간병해줘야 그니까 니 딸을 돌보려면 돈이 필요 하잖니 너무 하시네요 시끄러 빨리 일 네 알겠습니다. 직장이 만만한것도
1185,기타 괴롭힘 대화,가 여긴 무슨 일이야? 내가 못올 때 왔니? 손님한테 너무한다. 얘 학교에서 그렇게 괴롭히더니. 왜 여기까지 따라왔냐고. 내가 널 따라온 게 아니라 먹으러 왔는데 니네 가게 인거 잖아 어머 예진이 친구니? 안녕하세요 이 어머님 예진이 친구. 하.그래 맛있게 먹고 가라 야 너 손님한테 태도가 그래 ? 그리고 니가 내 핸드폰 부셔먹은거 기억 ? 그게 왜 내가 부순거야? 니가 괴롭히는 거 찍다가 떨어뜨린 거. 그러니까 니가 왜 살겠다고 발악 해 이거 어머님 보여드려 ? 그러지마.제발. 한테 드리고 싶지 않단말야.
1186,갈취 대화,야 꼬마야 값 좀있냐 무서운 어른은 피하라고 엄마가 그랬는데 우리 무서운 어른 아닌데 그냥 값이 필요한 어른인데 저 값 없어요 그럼 너 휴대전화라도 줘 네? 값이 필요하다면서 휴대전화는 왜요? 그야 너 핸드폰이 값이 돼니까 그렇지 안돼요 왜 그러세요 코피 터지고 나서 줄래 그냥 줄래 죄송해요 한번만 봐주세요 넌 잘못한게 없어 다만 핸드폰을 안주면 큰일이 생길거야
1187,기타 괴롭힘 대화,여기 음식이 왜이러죠 음식이 뭐가 문제인가요 손님 음식 맛이 이상하잖아요 메뉴얼대로 만들어서 입맛에 안 있습니다. 아 저는 한숟가락 밖에 안먹었으니 환불해주세요 손님 음식은 제대로 나왔기때문 환불은 힘들거같습니다. 아니 한숟갈만 돈 다내라고요? 손님 저희메뉴얼상 환불은 힘들거같습니다. 아니 뭐 이런 가게가 다있어 . 점장불러와 손님 죄송합니다 잠시만기다려주세요
1188,직장 내 괴롭힘 대화,김 서면 차장 내 자리로 좀 외형 와보게 문의 소리 . 안면 네 팀장님 부르셨습니까. 그래. 김 차장 쪽에서 지난번에 제출한 경쟁자 보고서 표지 극한 왜 이 모양이야? 수증기 아 그거 호각 무슨 박사 대 문제라도 있는지. 무슨 문제? 물음 자위 차장인 당신이 이러니까 아래 원수 직원들이 구린내 당 뭘 보고 배우겠어? 수치부터 경쟁사 동향까지 아침 소 문서 원리 자식 제대로 검토된 송곳니 게 젖소 냄새 백금 하나도 없는데 내가 전언 뭘 보고 결재하라는 말이야? 죄송합니다 말씀하신 부분 신고 다시 조서 정리하겠습니다. 네 연차에 내가 이런 것까지 하나하나 말해줘야 해? 정말 턱 죄송합니다 제가 요새 개인적으로 성기 백금 바쁜 일이 귓바퀴 인류 많아서. 개인사는 개인적으로 해결하고 회사 일은 단편 스팀 제대로 하란 말이야 탐구 좀 사문 . 물음 알겠습니다 이목구비 사문 오늘 중에 다시 해서 스팀 올리겠습니다. 오전 문의 조리 중으로 끝내서 다시 가져와.
1189,직장 내 괴롭힘 대화,박대리 다음주 휴가쓴다던데 정기 제 정신인가? 죄송합니다. 그날 집안에 일부 시작 행사가 있어서요. 온 부서 염두 지속성 가 바쁜데 그렇게 정기 쏙 빠져야겠나? 하지만 괄시 친척어르신 까지 모이는 연휴 행사라. 별일도 아닌걸로 계속 휴가를 쓰면 일 연대 혈연 은 언제하나? 올해 처음쓰는 휴가인데.다녀오면 안될까 제명 요? 아직 어린 박대 방학 리가 휴가를 그렇게 맘대로 쓰면 방학 방학 바캉스 백금 후 윗분들 전도 이 안좋게 보신다니까 그래 지속성 연휴 박대리 지속성 휴가 정기 정기 는 다음에 괄시 급한일있을때 써 알겠습니다. 그래 이렇게 안써도 되는 일이구만 가실 뭘 굳이 쓴다고 대리인 파트 우겼대
1190,기타 괴롭힘 대화,너 홍길동이랑 사귄다며 응 맞아 니가 악취 어울린다고 것 생각 위해 해 편 한도 백금 웃겨 정말 왜 그래 내가 홍길동이라면 진짜 창피할 거 같아 아니야 홍길동한테 피해 끼치지 않고 헤어지는 말씀 지출 제한 자식 게 좋을 텐데 맞아 두 사람 인간 각 은 일행 하나도 안 어울리니까 황소 말이야 왜 소유 그래 너까지 안쪽 뭐 내가 틀린 말 백금 젖소 극한 한 것도 아니고
1191,갈취 대화,월세 좀 법 올려야겠어요. 사정 갑자기 왜 공조 . 저번에도 갑자기 올리셨잖아요 이유라도 묻죠 아니 영리 올려야겠다고요 이유도 없이 안주면 내쫓겠다 협박만 방조 시가 하시고 이 영리 현재 게 뭡니까? 아니면 나가던가 항상 이런식이세요? 뭘 항상 위반 턱 이래 지금 이게 길 몇 번 법칙 정상 째냐고요. 나가던가 맞던가 돈을 내놓던가 물 하 위반 진짜 말 금세 이 안통 정상 하네요
1192,기타 괴롭힘 대화,아니 제사라 오랜만에 왔더니 상이 이게 뭐야? 어머님 는 간소하게 했어요. 아무리 간소하게 해도 그렇지 생각 안하니 어머님 요새는 이렇게 저희끼리 먹을만큼만 해요. 도 예전보다 비싸졌어요 우리 아들이 돈 못 번다고 비꼬는거지? 하 어이가 없어서. 제가 언제 그렇게 말했어요? 말씀이 지나치시네요. 뭐 지나쳐? 오랜만에 와서 달라졌나 넌 여전하구나. 그때 결혼시키지 말았어야 했는데. 다 내 업보다 업보야. 하. 에 갈꺼니까 아무도 나오지마라. 며느리가 내가 불편한가 보다 엄마 왜 그래?
